annual_inc,application_type,bc_open_to_buy,bc_util,home_ownership,int_rate,loan_amnt,max_bal_bc,percent_bc_gt_75,term,title,total_bc_limit,total_rec_int,total_rev_hi_lim,verification_status,grade_int,emp_length_int
85000,Individual,2711,72.8,RENT,13.56,13000,2268,25, 36 months,Debt consolidation,9200,280.68,13300,Not Verified,5,1
42000,Individual,6464,56.3,MORTGAGE,20.89,7500,6649,0, 36 months,Home improvement,14800,249.79,18400,Source Verified,4,
202000,Individual,3761,94,MORTGAGE,16.91,18000,9814,88.2, 60 months,Credit card refinancing,63930,487.67,95700,Source Verified,5,1
84000,Individual,25811,46.5,RENT,17.97,24000,7270,16.7, 60 months,Credit card refinancing,48200,691.1,59700,Not Verified,4,1
35000,Individual,6110,59.3,OWN,13.56,23000,5414,75, 36 months,Debt consolidation,15000,496.58,18000,Source Verified,5,1
83000,Individual,84881,26.1,RENT,16.91,16000,14091,4.8, 60 months,Home improvement,114800,433.49,142200,Source Verified,5,3
115000,Individual,3139,76.6,MORTGAGE,19.92,35000,7082,33.3, 60 months,Debt consolidation,13400,1117.55,29000,Verified,4,5
62000,Individual,11286,13.8,RENT,19.92,29750,1808,0, 36 months,Debt consolidation,13100,944.64,13100,Verified,4,4
59000,Individual,9431,57.1,OWN,18.94,20000,4021,0, 60 months,Credit card refinancing,22000,607.1,28200,Source Verified,4,4
52000,Individual,4073,16.9,OWN,16.14,2000,827,0, 36 months,Major purchase,4900,51.42,16400,Verified,5,5
0,Joint App,5365,85.4,MORTGAGE,15.02,35000,13946,66.7, 60 months,Debt consolidation,36800,842.01,122300,Not Verified,5,
24000,Individual,7846,18.3,OWN,20.89,10000,1754,0, 60 months,Debt consolidation,9600,352.3,15600,Source Verified,4,5
145000,Individual,1300,0,MORTGAGE,17.97,35000,0,0, 60 months,Debt consolidation,1300,506.47,9000,Verified,4,5
72000,Individual,19999,44.4,RENT,19.92,4000,6080,11.1, 36 months,Moving and relocation,36000,127.01,47900,Not Verified,4,2
120000,Individual,535,87,RENT,14.47,6000,1971,50, 36 months,Medical expenses,4100,138.26,12900,Not Verified,5,5
62000,Individual,4711,18.8,RENT,17.97,5000,814,0, 36 months,Home improvement,5800,143.18,6800,Not Verified,4,4
55000,Individual,7087,11.4,MORTGAGE,15.02,4800,913,0, 36 months,Other,8000,54.07,25000,Source Verified,5,1
65000,Individual,12934,49.9,MORTGAGE,13.56,10000,5294,25, 36 months,Debt consolidation,25800,215.91,32100,Source Verified,5,5
95977,Individual,8127,54.9,MORTGAGE,18.94,10275,9873,0, 60 months,Home improvement,18000,311.9,27200,Not Verified,4,5
48000,Individual,4250,91,MORTGAGE,16.91,20000,4391,100, 60 months,Debt consolidation,8500,541.86,8500,Verified,5,1
128000,Joint App,5685,67.5,OWN,14.47,24000,5267,33.3, 36 months,Debt consolidation,17500,553.04,17500,Not Verified,5,2
140000,Individual,1792,86.5,RENT,20.89,30000,4690,75, 60 months,Debt consolidation,13300,1143.94,38200,Not Verified,4,1
85000,Individual,2186,91.3,RENT,18.94,30000,9882,100, 60 months,Credit card refinancing,25100,910.64,30100,Source Verified,4,1
140000,Individual,46686,20.9,MORTGAGE,14.47,16000,10664,14.3, 36 months,Credit card refinancing,59000,368.69,61700,Not Verified,5,3
22400,Joint App,8966,24,OWN,17.97,21000,2170,0, 60 months,Debt consolidation,11800,604.72,16900,Not Verified,4,1
61000,Individual,14791,53.6,RENT,15.02,11200,9854,75, 36 months,Debt consolidation,31900,319.32,31900,Source Verified,5,1
40000,Individual,728,80.8,RENT,18.94,8000,2979,50, 36 months,Debt consolidation,3800,266.21,7400,Source Verified,4,5
80000,Individual,681,93.5,RENT,16.91,21850,9819,100, 36 months,Credit card refinancing,10500,588.65,16500,Not Verified,5,1
60576,Joint App,8003,68.1,MORTGAGE,17.97,15000,6195,60, 60 months,Debt consolidation,25100,342.08,30200,Verified,4,5
25000,Individual,2923,73.9,MORTGAGE,18.94,11000,8277,0, 60 months,Debt consolidation,11200,333.91,23500,Not Verified,4,3
83993,Individual,12029,46.5,RENT,15.02,18200,6512,60, 36 months,Debt consolidation,22500,435.37,31800,Source Verified,5,2
114000,Individual,18461,23.1,MORTGAGE,16.91,30000,4030,0, 60 months,Other,24000,812.79,40000,Not Verified,5,3
140000,Individual,39180,55.5,RENT,19.92,21000,9599,30.4, 36 months,Debt consolidation,88100,666.81,105600,Verified,4,5
65000,Individual,11766,38.1,OWN,17.97,20000,5122,25, 36 months,Home improvement,19000,572.69,19000,Source Verified,4,1
122000,Individual,26862,42.7,MORTGAGE,16.91,35000,7810,16.7, 60 months,Debt consolidation,46900,948.25,47000,Source Verified,5,1
92688,Individual,194,97.1,MORTGAGE,13.56,10800,6408,50, 60 months,Debt consolidation,6800,234.51,14200,Source Verified,5,5
50000,Joint App,12739,29.6,OWN,13.56,20000,3024,0, 60 months,Debt consolidation,18100,434.28,22300,Verified,5,2
90000,Individual,3023,83,OWN,15.02,20000,11614,66.7, 36 months,Debt consolidation,17800,478.43,24100,Not Verified,5,
26064,Individual,3536,60.7,RENT,17.97,8000,4634,50, 36 months,Debt consolidation,9000,229.07,10200,Not Verified,4,
70000,Individual,3800,101,MORTGAGE,16.14,5000,9967,100, 36 months,Other,11400,139.52,14150,Not Verified,5,2
80000,Joint App,2993,89.3,MORTGAGE,16.91,30000,9846,71.4, 60 months,Debt consolidation,27900,812.79,37500,Source Verified,5,5
125000,Individual,6000,50,MORTGAGE,17.97,5500,2863,0, 36 months,Other,12000,157.49,31600,Not Verified,4,5
195000,Individual,22036,55,MORTGAGE,18.94,10400,17079,33.3, 60 months,Home improvement,49000,315.69,72000,Source Verified,4,5
104000,Individual,10877,63.5,MORTGAGE,13.56,14700,6493,50, 36 months,Debt consolidation,29800,306.56,67800,Source Verified,5,4
0,Joint App,24094,37.7,RENT,19.92,15000,13832,0, 60 months,Other,38700,478.95,41000,Verified,4,
42000,Individual,28125,12.1,RENT,16.14,6500,1600,0, 36 months,Debt consolidation,32000,167.12,37700,Not Verified,5,2
35000,Individual,13407,27.9,MORTGAGE,16.14,13000,2820,0, 36 months,Debt consolidation,18600,334.23,41400,Not Verified,5,4
37000,Individual,10076,52.9,RENT,13.56,10000,4359,20, 36 months,Credit card refinancing,21400,215.91,21400,Not Verified,5,1
65000,Joint App,7785,53.7,MORTGAGE,16.14,15000,5928,28.6, 60 months,Business,16800,387.84,25300,Not Verified,5,1
150000,Individual,11014,48.3,MORTGAGE,13.56,15000,5426,0, 36 months,Debt consolidation,21300,203.4,44000,Source Verified,5,4
139000,Individual,35104,19.8,MORTGAGE,16.91,12000,3491,12.5, 60 months,Debt consolidation,45000,325.12,65500,Verified,5,5
126500,Individual,5030,79,RENT,16.91,12000,8920,66.7, 36 months,Debt consolidation,24000,323.29,41200,Source Verified,5,2
50000,Individual,2554,76.4,OWN,18.94,21000,7067,50, 60 months,Debt consolidation,10800,637.44,10800,Source Verified,4,1
30000,Joint App,1199,82.4,MORTGAGE,19.92,15000,4639,50, 60 months,Debt consolidation,6800,478.95,9300,Source Verified,4,5
83200,Individual,807,87.4,RENT,16.91,5000,2421,100, 36 months,Debt consolidation,6400,134.7,9500,Not Verified,5,1
40000,Individual,113,98.5,RENT,18.94,12000,7387,100, 36 months,Debt consolidation,7500,386.95,19800,Not Verified,4,3
70000,Individual,2281,58.5,RENT,19.92,4000,1787,50, 36 months,Credit card refinancing,5500,127.01,31700,Source Verified,4,5
33000,Individual,1138,69.2,OWN,15.02,3500,2525,50, 36 months,Credit card refinancing,3700,83.73,3700,Source Verified,5,
55000,Individual,9858,12.8,RENT,15.02,6300,985,0, 36 months,Business,11300,150.7,12900,Source Verified,5,5
64000,Individual,5025,93,OWN,15.02,10000,7945,75, 60 months,Debt consolidation,20100,240.58,35700,Verified,5,5
140000,Individual,4992,46.9,MORTGAGE,20.89,3000,2303,75, 36 months,Debt consolidation,9400,99.91,17600,Verified,4,4
300000,Individual,875,97.7,RENT,16.91,35000,22659,100, 60 months,Credit card refinancing,37500,948.25,37500,Source Verified,5,4
91000,Individual,14224,55.1,MORTGAGE,14.47,30000,5952,16.7, 60 months,Debt consolidation,31700,695.24,50300,Not Verified,5,5
44000,Joint App,,,MORTGAGE,16.91,40000,0,, 60 months,Business,0,1083.72,0,Verified,5,4
82182,Individual,5240,93,MORTGAGE,13.56,20000,7908,100, 36 months,Debt consolidation,26200,431.81,44300,Source Verified,5,
130000,Individual,15332,29,OWN,19.92,30000,5207,0, 60 months,Debt consolidation,21600,957.89,41300,Source Verified,4,5
85000,Individual,916,72.2,MORTGAGE,16.14,10000,1821,33.3, 36 months,Credit card refinancing,3300,257.1,9300,Not Verified,5,2
91000,Individual,4117,74.4,MORTGAGE,14.47,14000,2939,55.6, 36 months,Debt consolidation,16100,322.61,53700,Not Verified,5,5
32280,Individual,5186,74.7,OWN,19.92,10000,10334,66.7, 60 months,Debt consolidation,20500,77.46,36400,Source Verified,4,
85000,Joint App,128,98.4,MORTGAGE,17.97,15000,5830,100, 60 months,Debt consolidation,8100,431.93,13100,Not Verified,4,4
80000,Individual,8202,34.9,RENT,15.02,8000,1872,0, 36 months,Debt consolidation,12600,191.37,16100,Not Verified,5,1
100000,Individual,14241,74.2,MORTGAGE,15.02,24000,18287,42.9, 60 months,Debt consolidation,55200,577.38,72200,Source Verified,5,5
455000,Individual,3437,39.7,MORTGAGE,18.94,30000,2082,0, 60 months,Home improvement,5700,910.64,5700,Verified,4,3
30000,Joint App,3023,24.4,OWN,16.91,19600,781,50, 60 months,Debt consolidation,4000,531.02,4000,Source Verified,5,5
151200,Individual,7900,89,OWN,14.47,28000,16088,85.7, 36 months,Debt consolidation,55300,645.21,91800,Source Verified,5,2
50000,Individual,46013,24.7,OWN,16.14,4800,8068,40, 36 months,Credit card refinancing,61100,123.41,65400,Not Verified,5,1
31000,Joint App,,,MORTGAGE,13.56,8000,0,, 36 months,Home improvement,0,190.8,7700,Not Verified,5,5
86000,Individual,2320,91,MORTGAGE,13.56,6000,8957,75, 36 months,Home improvement,25800,129.54,27000,Source Verified,5,5
85000,Individual,15083,27.5,MORTGAGE,13.56,12000,3524,0, 36 months,Home improvement,20800,259.19,23200,Not Verified,5,4
254000,Individual,2557,71.3,MORTGAGE,16.14,20000,5438,50, 60 months,Debt consolidation,8900,517.13,43900,Source Verified,5,1
89289,Individual,1454,92,RENT,16.14,25000,6199,80, 36 months,Debt consolidation,18200,642.76,30400,Source Verified,5,5
24000,Individual,411,68.4,RENT,15.02,10000,889,0, 60 months,Debt consolidation,1300,240.58,3300,Source Verified,5,1
38000,Individual,7311,14,RENT,14.47,1000,1189,0, 36 months,Debt consolidation,8500,23.05,8500,Source Verified,5,3
90000,Individual,990,87,MORTGAGE,16.91,5000,1969,60, 36 months,Debt consolidation,4950,167.58,5550,Not Verified,5,1
112000,Individual,9157,3.6,RENT,14.47,33500,195,0, 60 months,Debt consolidation,9500,772.55,16700,Verified,5,3
88000,Individual,28698,39.1,RENT,17.97,17000,7269,16.7, 60 months,Other,47100,489.53,47100,Source Verified,4,5
140000,Individual,4063,87.7,MORTGAGE,18.94,30000,14147,50, 36 months,Home improvement,33100,1126.53,46100,Verified,4,2
56000,Individual,13445,47.9,RENT,13.56,16000,11180,33.3, 36 months,Credit card refinancing,25800,345.45,25800,Source Verified,5,4
105000,Joint App,48856,9,MORTGAGE,13.56,32000,2509,0, 60 months,Debt consolidation,53700,567.67,64600,Source Verified,5,2
90000,Individual,8272,50.2,OWN,16.14,24000,3796,0, 60 months,Debt consolidation,16600,641.13,32600,Not Verified,5,4
110000,Individual,15677,45,MORTGAGE,13.56,20000,3368,21.4, 36 months,Debt consolidation,28500,431.81,51900,Source Verified,5,5
75000,Individual,965,86.4,RENT,16.14,12000,3392,100, 36 months,Debt consolidation,7100,308.53,14800,Source Verified,5,3
37000,Individual,8028,38.2,MORTGAGE,17.97,20000,4894,33.3, 60 months,Debt consolidation,13000,575.91,20000,Not Verified,4,
95000,Individual,539,97.3,RENT,20.89,15000,6896,100, 60 months,Medical expenses,19800,502.34,31400,Not Verified,4,1
110000,Individual,5903,53.5,MORTGAGE,17.97,28000,5195,0, 60 months,Debt consolidation,12700,806.29,47600,Source Verified,4,5
104000,Individual,5257,71.9,MORTGAGE,19.92,19000,5053,40, 60 months,Credit card refinancing,18700,658.71,31500,Source Verified,4,2
175000,Individual,25326,52.5,MORTGAGE,18.94,10000,9477,71.4, 36 months,Debt consolidation,53300,301.86,68800,Not Verified,4,2
140000,Individual,19361,69.8,MORTGAGE,20.89,4000,24645,33.3, 36 months,Car financing,64200,133.22,82200,Source Verified,4,2
50000,Individual,967,96,MORTGAGE,20.89,20000,1223,100, 60 months,Debt consolidation,2900,669.79,11200,Not Verified,4,2
84000,Individual,4339,27.7,MORTGAGE,20.89,5000,1661,0, 36 months,Major purchase,6000,166.52,47000,Verified,4,
30000,Individual,128,94.4,RENT,22.35,11200,2172,100, 60 months,Debt consolidation,2300,401.37,7200,Verified,4,2
85000,Individual,,,OWN,17.97,4000,0,, 36 months,Home improvement,0,114.54,0,Source Verified,4,
72000,Individual,11535,11.9,MORTGAGE,17.97,6000,883,0, 36 months,Home improvement,13100,171.81,23300,Source Verified,4,5
50000,Joint App,647,71.9,MORTGAGE,13.56,10000,1653,50, 36 months,Debt consolidation,2300,215.91,5000,Source Verified,5,3
48500,Individual,11961,24.3,MORTGAGE,16.91,6000,3839,25, 36 months,Major purchase,15800,161.64,18800,Verified,5,3
96000,Individual,35004,40.5,MORTGAGE,15.02,22000,12245,22.2, 60 months,Debt consolidation,58800,529.27,66500,Not Verified,5,
75000,Individual,8760,57.9,RENT,16.14,15500,4492,40, 36 months,Credit card refinancing,20800,398.51,29100,Not Verified,5,
50000,Individual,18543,38.4,OWN,16.91,20000,3366,22.2, 36 months,Debt consolidation,30100,444.87,30100,Source Verified,5,3
30140,Individual,5155,42.7,OWN,19.92,5000,2197,25, 36 months,Home improvement,9000,158.77,21000,Not Verified,4,
51000,Individual,2355,36.4,MORTGAGE,15.02,12000,854,33.3, 36 months,Credit card refinancing,3700,287.06,4200,Verified,5,4
118000,Individual,2822,72.1,MORTGAGE,19.92,20000,3587,80, 60 months,Debt consolidation,11600,638.6,33100,Source Verified,4,2
100000,Individual,117,99,MORTGAGE,13.56,15000,8541,100, 36 months,Debt consolidation,12100,323.86,16900,Source Verified,5,5
48300,Joint App,475,86,MORTGAGE,15.02,15000,2374,50, 60 months,Debt consolidation,3400,360.86,15800,Source Verified,5,1
58000,Individual,585,93.5,MORTGAGE,13.56,10000,4661,100, 60 months,Credit card refinancing,9000,217.14,13500,Not Verified,5,
48000,Individual,979,86.6,RENT,17.97,12000,5830,100, 36 months,Credit card refinancing,7300,343.62,12600,Not Verified,4,3
28000,Individual,5857,40.2,MORTGAGE,15.02,15500,2735,33.3, 36 months,Debt consolidation,9800,370.79,9800,Not Verified,5,1
78000,Individual,,,MORTGAGE,16.14,5000,0,, 36 months,Business,0,146.49,60000,Source Verified,5,1
98000,Individual,31625,44.7,MORTGAGE,17.97,15000,10158,14.3, 60 months,Credit card refinancing,57200,431.93,61100,Source Verified,4,4
200000,Individual,11398,68.5,MORTGAGE,14.47,18475,18473,33.3, 60 months,Credit card refinancing,36200,428.15,44100,Source Verified,5,4
60000,Individual,9223,43.8,RENT,18.94,6000,5736,33.3, 36 months,Home improvement,16400,181.12,25500,Source Verified,4,4
95000,Individual,3759,79.7,RENT,16.91,28000,5426,60, 36 months,Debt consolidation,18500,714.88,20600,Verified,5,4
150000,Joint App,86,98.6,RENT,22.35,35000,2983,100, 60 months,Debt consolidation,6100,1254.3,7700,Verified,4,1
95000,Individual,1022,93.8,MORTGAGE,18.94,6000,6370,80, 36 months,Debt consolidation,16600,174.8,30400,Source Verified,4,5
50000,Individual,4336,73.2,MORTGAGE,13.56,30000,5954,33.3, 36 months,Major purchase,16200,625.12,26000,Not Verified,5,4
33000,Individual,2087,70.2,RENT,20.89,5500,2958,50, 36 months,Credit card refinancing,7000,183.18,11900,Source Verified,4,2
80000,Individual,0,100.1,RENT,18.94,4000,6480,100, 36 months,Debt consolidation,12900,116.53,38400,Not Verified,4,4
90000,Individual,9379,42.5,MORTGAGE,17.97,20000,4063,25, 36 months,Debt consolidation,16300,552.73,24200,Source Verified,4,5
240000,Individual,5153,73.6,OWN,19.92,15000,5892,50, 60 months,Credit card refinancing,19500,462.35,25100,Source Verified,4,5
35000,Joint App,2000,0,OWN,18.94,18500,0,0, 60 months,Debt consolidation,2000,561.56,8000,Not Verified,4,1
130000,Individual,3521,84.1,MORTGAGE,20.89,21475,10148,40, 60 months,Home improvement,22100,694.26,22400,Source Verified,4,5
85000,Individual,31676,53.9,RENT,17.97,30000,14758,27.3, 36 months,Debt consolidation,68700,903.97,153400,Source Verified,4,2
75000,Individual,531,33.6,MORTGAGE,17.97,10000,269,0, 36 months,Home improvement,800,276.36,17400,Not Verified,4,3
72000,Individual,2984,91.2,OWN,18.94,28000,5872,100, 36 months,Credit card refinancing,33900,830.47,50100,Source Verified,4,5
113000,Individual,35867,27.2,RENT,14.47,6700,8717,0, 36 months,Major purchase,49300,149.01,52800,Not Verified,5,3
60000,Individual,12903,43.4,RENT,19.92,25000,2787,16.7, 36 months,Major purchase,22800,766.15,31900,Source Verified,4,5
14040,Individual,12681,36.6,OWN,16.14,1000,6920,25, 36 months,Credit card refinancing,20000,0,24300,Not Verified,5,
72000,Individual,23210,39.1,OWN,14.47,15000,5480,20, 36 months,Debt consolidation,38100,345.38,45200,Not Verified,5,1
50000,Individual,38613,30.7,RENT,16.91,26000,8364,14.3, 36 months,Debt consolidation,55700,700.45,66700,Source Verified,5,3
130000,Individual,9399,69.4,RENT,18.94,6500,5496,75, 36 months,Vacation,30700,189.37,42300,Source Verified,4,5
50000,Individual,1038,80.4,RENT,18.94,10000,4262,100, 36 months,Debt consolidation,5300,291.34,8100,Not Verified,4,1
230000,Individual,0,100.2,OWN,18.94,1000,2593,100, 36 months,Other,3700,29.14,13200,Source Verified,4,4
45000,Individual,2899,67.3,MORTGAGE,16.14,6600,3037,33.3, 36 months,Credit card refinancing,8900,163.77,11400,Source Verified,5,5
90000,Individual,10327,55.3,RENT,16.91,25000,3005,55.6, 60 months,Debt consolidation,23100,653.84,34000,Verified,5,4
50000,Individual,5345,63.1,RENT,17.97,6000,5332,33.3, 36 months,Debt consolidation,14500,165.82,16500,Source Verified,4,1
325000,Individual,1492,94.1,RENT,16.14,24000,20527,66.7, 60 months,Credit card refinancing,25500,599.03,25500,Source Verified,5,4
50000,Joint App,2542,73.2,OWN,15.02,8000,1934,57.1, 36 months,Debt consolidation,9500,184.7,11000,Not Verified,5,1
90000,Individual,0,101.9,RENT,20.89,18000,5131,100, 36 months,Credit card refinancing,15000,578.59,28700,Not Verified,4,5
60000,Individual,4100,72,RENT,14.47,16000,7146,40, 36 months,Credit card refinancing,20500,373.87,28000,Not Verified,5,1
70000,Individual,196,95.6,RENT,16.14,10000,4304,100, 60 months,Credit card refinancing,4500,249.6,11800,Not Verified,5,3
74100,Individual,21998,44.4,MORTGAGE,13.56,15000,5603,12.5, 60 months,Credit card refinancing,39600,376.56,113300,Not Verified,5,5
138000,Individual,3789,88.3,MORTGAGE,19.92,25000,35335,80, 36 months,Home improvement,55200,959.82,93300,Source Verified,4,4
65000,Individual,5015,38.8,MORTGAGE,15.02,12000,1189,0, 36 months,Debt consolidation,8200,281.94,20800,Source Verified,5,3
49000,Individual,4153,16.9,RENT,16.91,10000,847,0, 60 months,Home improvement,5000,261.53,18600,Not Verified,5,
132000,Individual,2773,89.4,RENT,22.35,15000,4858,83.3, 60 months,Debt consolidation,26200,12.11,57200,Source Verified,4,3
70000,Individual,843,91.1,RENT,15.02,28000,6358,100, 36 months,Debt consolidation,9500,646.44,9500,Source Verified,5,1
35000,Individual,14714,32.8,RENT,16.14,3200,2750,14.3, 36 months,Debt consolidation,21900,1.86,29300,Not Verified,5,3
37000,Joint App,5329,73.1,RENT,13.56,20000,6233,33.3, 36 months,Vacation,19800,416.75,21300,Verified,5,3
39744,Joint App,1283,80.3,MORTGAGE,15.02,25000,5217,100, 60 months,Debt consolidation,6500,601.44,9500,Not Verified,5,
19800,Individual,1563,63.7,RENT,18.94,2000,2174,0, 36 months,Medical expenses,4300,58.25,9700,Source Verified,4,2
105000,Individual,2900,88.6,MORTGAGE,14.47,20000,8433,100, 36 months,Debt consolidation,25400,460.86,25400,Source Verified,5,
